CONCEPTS,CONCEPT,vector1,vector2,vector3,vector4,vector5,vector6,vector7,vector8,vector9,vector10,vector11,vector12,vector13,vector14,vector15,vector16,vector17,vector18,vector19,vector20,vector21,vector22,vector23,vector24,vector25,vector26,vector27,vector28,vector29,vector30,vector31,vector32,vector33,vector34,vector35,vector36,vector37,vector38,vector39,vector40,vector41,vector42,vector43,vector44,vector45,vector46,vector47,vector48,vector49,vector50,vector51,vector52,vector53,vector54,vector55,vector56,vector57,vector58,vector59,vector60,vector61,vector62,vector63,vector64,vector65,vector66,vector67,vector68,vector69,vector70,vector71,vector72,vector73,vector74,vector75,vector76,vector77,vector78,vector79,vector80,vector81,vector82,vector83,vector84,vector85,vector86,vector87,vector88,vector89,vector90,vector91,vector92,vector93,vector94,vector95,vector96,vector97,vector98,vector99,vector100
"['GO:0040007', 'GO:0040008', 'GO:0043647', 'GO:0090064']",GO:0090064,0.3794916,-0.0892897,-0.32331058,0.13796331,0.14244221,0.035542652,0.3456512,0.04245152,0.6231426,-0.39039972,-0.15258037,-0.37778607,-0.2053042,0.55614495,0.11929722,-0.5455336,-0.21107964,-0.34898388,-0.4702178,-0.05812953,0.17635943,0.35295123,0.2761953,-0.031395607,-0.1879093,0.08478677,-0.3460168,-0.0068771043,-0.12544782,-0.081718944,0.2573361,0.33811423,0.05828793,0.059975296,0.3440843,-0.48494485,0.0011923953,-0.06629634,-0.25015634,-0.05575943,0.15650249,0.48040017,0.0119155375,0.39192015,0.27286512,0.26488897,0.604234,-0.020189902,0.22559805,-0.09642516,-0.7870147,-0.59133136,0.1874174,-0.55051553,0.11478809,-0.23528299,0.030875722,-0.08930315,-0.22220732,0.21182106,-0.26945925,-0.332522,0.14588167,-0.33869767,-0.08538314,-0.12714826,0.49076402,-0.16990595,-0.19705483,-0.14513972,0.3679196,0.09295237,0.05803784,-0.18904766,-0.031173913,0.016316976,-0.08758297,-0.06982434,-0.33391884,0.035526205,0.1601253,-0.06493202,-0.13602224,0.026004333,0.04356044,-0.21816215,0.38703656,0.17233984,-0.22920334,0.30540547,-0.32728866,-0.031177811,0.028527545,-0.58655906,-0.003809871,0.20367633,0.26657555,0.26762134,-0.11178945,-0.11920854
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0001666,0.59979486,-0.37141213,-0.4288372,0.32353827,0.04880265,-0.17889199,0.40889502,0.504188,0.022837356,-0.34307575,-0.2885291,-0.45186105,0.5152372,0.6624037,0.043948777,-0.58270335,0.3044376,-0.15200195,-0.5795959,-0.2265212,0.80011666,0.8834549,0.073673174,0.4993746,-0.41355976,-0.09675579,-0.1778953,0.4723967,0.24414396,0.18735445,0.3639507,0.5392455,0.5655465,-0.003154673,-0.06739424,-0.5066085,-0.09177212,-0.4659185,-0.4887269,-0.15121457,0.34300676,0.11785799,-0.6581764,0.73759776,0.14764106,-0.0009569982,0.062461022,0.34352311,0.5229353,-0.5269435,-0.8737356,-1.2006519,0.17033708,-0.53247166,0.5340233,0.63265944,0.061316162,-0.16157055,-0.29190457,0.29821736,0.14515029,-0.75280553,-0.2742369,-0.45251513,-0.36931163,0.09616611,0.14861211,0.1434147,-0.87410504,0.27060467,0.6919068,0.28412706,0.41193882,-0.32306466,0.31387466,0.31194577,-0.10913814,0.7087023,-0.19755495,0.09967271,0.7314376,-0.7326036,-0.09869698,-0.28310516,-0.19958329,-0.509869,0.4085324,0.43971807,-0.33044887,-0.055335466,-0.47516656,0.29460907,0.028708432,-1.4593579,0.50443846,0.023115551,-0.12463091,0.5131392,-0.19876605,0.1105164
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0006791,0.5068351,0.19276911,-0.75298506,-0.6021409,-0.08901369,-0.3851327,0.40409058,0.75815785,0.31085917,-0.59633857,-0.18972741,-0.13893797,0.54592204,1.1009259,-0.24826124,-0.97457826,0.2693435,-0.6223931,-0.84003675,-0.109233916,0.10542359,0.754064,0.32747772,-0.12611602,0.14456108,0.19449154,-0.2763763,-0.09610095,0.355686,-0.15731949,1.0904441,0.43935013,-0.07249967,0.28207663,0.44724774,0.071677215,-0.8381975,-0.14776307,-0.4816162,-0.1880031,-0.020311564,0.540309,0.12067299,0.7098821,-0.19172028,0.79219717,0.046413947,0.056979116,0.24357945,-0.65590644,-0.6455361,-0.97571427,0.29980314,-0.547804,0.08412415,0.05198425,0.21225196,0.06898347,0.097972356,0.52169085,-0.34275034,-0.3823174,0.4335908,-0.09187761,-0.4399756,-0.61053425,0.41774824,0.15844853,-1.234908,0.43553716,0.41273415,-0.03654157,0.15168168,-0.8016021,0.014106722,0.40042326,-0.4242773,0.70550334,-0.15371573,-0.4661646,0.4275191,-0.38009098,-0.29836503,0.31503084,-0.07413668,0.0605628,0.25880635,0.34871063,-0.48928657,0.4542332,0.037717108,0.052594636,-0.2033925,-0.5140266,-0.26582098,-0.67615837,0.28889382,0.3717382,-0.017888593,-0.24866542
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0009451,0.488659,-0.005360725,-0.09818178,-0.12843491,0.9656814,0.5375121,-0.33892912,0.4025372,0.67135274,-0.7000093,0.059230827,0.46237814,-0.26541573,1.7658894,-0.031912584,-0.7576119,0.24289067,0.07901877,-0.5442452,0.68232876,0.16578013,0.8245388,1.0024664,-0.5312658,-0.64767176,-0.19451685,-0.84475464,0.7401254,0.26751786,0.11243978,-0.5850438,0.55992144,0.72270924,1.2383898,0.7197159,-0.42242074,-0.03633155,-0.40168032,-0.38505855,-0.24870089,1.1905593,0.50033575,-0.33907592,0.2883294,0.48824266,0.7172041,0.30703828,0.12798493,1.0610175,-0.31936145,-0.9385361,-0.77739805,-0.07516816,-0.28790185,-0.17872143,-0.22489364,-0.2795938,-0.31734386,-1.1339322,-0.1660585,-0.23715127,-0.9296645,-1.0431738,-0.50166935,-0.17481156,-0.32553095,0.5965155,-0.07702742,-0.93512243,-0.38775304,-0.08712917,-0.3291635,0.13354023,-0.87127817,0.38515088,0.4054442,0.2728689,0.3920003,-0.96341914,0.3039664,0.5490472,0.13689116,-0.6252195,0.15851106,-0.76838714,-0.43983543,0.4077673,-0.08107422,-0.6211329,0.10731739,-0.09860972,0.18913618,-0.16280252,-1.5187073,0.38730195,-0.017682018,0.1406636,0.6666959,-0.49614295,-0.892043
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0022416,0.34112296,-0.101359166,-0.41954228,-0.14061719,0.12718426,-0.51610357,0.3248969,0.34884176,0.7037202,0.124795936,-0.3979002,-0.61147285,0.51695067,0.59170336,-0.27425376,-0.9359838,0.78511447,-0.46836948,-0.80600196,-0.3074737,0.1531401,0.10280927,-0.13195206,0.39035872,-0.53431433,0.5209598,-0.1419527,0.08492468,-0.012596296,-0.3389105,0.22329791,0.35268325,-0.06940834,0.19919796,0.5135692,-0.27770564,-0.7025502,-0.14763105,-0.37329352,-0.48398834,0.07152335,0.18371177,-0.6184779,0.63139457,-0.17466074,0.4623948,0.1868215,-0.23700872,0.5821457,0.12152604,-0.75605035,-0.7138791,0.07227699,-0.65452754,0.26890656,-0.08134669,0.08525775,-0.08379477,0.17789741,0.80992067,-0.44073316,-0.82406366,0.41614074,-0.392007,-0.26122183,0.2353943,-0.044722773,0.3885589,-0.5025854,0.26475427,0.30685914,-0.18378401,0.18810017,0.11431947,0.12001555,0.120528206,-0.032889374,-0.05842042,-0.4241215,-0.056846336,0.23505849,-0.2113532,-0.3818675,0.34513298,-0.29311538,-0.06712133,0.1987277,0.16113319,-0.28249618,-0.25354597,-0.3158555,-0.1430885,-0.34486973,-1.0033226,0.068983264,0.32790518,0.68479365,0.07319693,-0.15213697,0.09193565
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0034549,0.31368083,-0.17398232,-0.19312023,-0.03720441,0.14552198,0.091848664,0.61684275,-0.010430605,0.7818833,-0.104944155,-0.20679338,-0.3442605,-0.1478681,0.69758135,-0.040489327,-0.63422835,0.20656471,-0.25491259,-0.5407574,-0.25992188,0.43334067,0.3783013,-0.08830159,-0.105304435,-0.41807517,0.26671892,-0.26467487,0.03326039,-0.061627053,-0.0033652887,0.027594073,0.13414152,0.017958028,0.521022,0.22455385,-0.17084667,0.28353637,-0.5110837,-0.112296455,-0.3028806,0.102763,0.574477,0.26187685,0.08896126,0.42030254,-0.01652197,0.122203104,-0.058331985,0.5746124,-0.1941177,-0.6579423,-0.52486897,0.44802493,-0.07872858,0.123345084,0.1022448,-0.10321519,-0.11163357,-0.19225758,0.32726923,-0.4164616,-0.4293662,-0.22651045,-0.1046215,-0.062329076,0.10564872,0.32830575,-0.11175862,-0.30971038,-0.14057897,0.22227205,0.018842837,0.22562708,-0.28812224,-0.047052477,0.079800546,-0.030641293,-0.0026779128,-0.5831186,0.10718638,0.25521025,0.031987123,-0.12797624,-0.01300368,-0.4481089,-0.061466638,0.27275005,-0.12598519,-0.48487726,-0.12522753,-0.44881096,0.07305879,-0.17534372,-0.67357093,-0.3493882,0.1160776,-0.18542613,-0.033285167,-0.38227874,-0.1075268
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0040008,0.8546714,0.02038552,-0.46398973,0.061567303,0.0128896525,-0.15566783,0.44946578,0.18093109,-0.23647667,-1.0714438,-0.077760585,-0.0018460855,-0.1612353,1.5463018,0.83710396,-0.8649802,-0.254163,-0.620507,-0.30496868,0.0026079225,0.45523822,0.6307533,1.1040995,-0.055339344,0.16554506,-0.13838777,-0.65353596,0.25039026,0.0685996,-0.3103531,0.534754,0.59713715,-0.24438173,-0.40055612,0.09044957,-0.29245815,0.039648578,-0.63125664,-0.97441924,-0.5445278,0.6130882,0.574622,-0.207175,0.17295595,0.119512804,0.219953,0.72049886,0.31287125,0.4492062,-0.58271664,-0.91102284,-0.7193626,0.6145706,-0.7441754,-0.31238037,0.49245244,0.27516428,0.088493764,-0.41375452,-0.058365427,-0.08620297,-0.8765182,-0.4997522,-0.051976047,-0.116766475,0.098046586,0.31373817,-0.34671384,-0.5785401,-0.07384453,1.160183,0.24075976,0.120684296,-0.14819795,-0.28060535,0.50536215,0.18280587,0.74004334,-1.090721,-0.13297437,0.2882511,-0.4134242,-0.69463867,0.56235737,0.23834336,-0.82705677,1.003654,0.8924775,-0.35240647,0.24192107,-0.7587766,0.22134036,0.32643786,-0.8113832,-0.17870271,-0.061008155,-0.08898036,0.55677634,-0.3801524,-0.7159577
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0042592,0.5476824,-0.25343308,-0.18903655,0.48760894,-0.08125567,0.23209995,0.39266205,0.28483534,0.6253569,-0.1964328,-0.3491816,-0.14348494,-0.32166559,0.7866649,-0.025404736,-0.89559305,0.48712295,-0.08796762,-0.8896205,-0.33251148,0.19626828,0.54373264,-0.34509218,0.11275241,-0.1885372,0.57881695,0.024207091,0.3642341,0.40186676,0.16149053,-0.07114087,0.72512287,0.40215877,0.4862828,0.10255827,-0.28252333,-0.4715027,-0.31725514,-0.49661744,-0.89589334,0.22458377,0.18424816,-0.29546973,0.8111498,0.28845933,-0.059856243,0.69226944,0.35177413,1.0473597,-0.12564383,-0.8224406,-0.9484652,0.7030477,-0.46828386,0.25553772,0.30513552,-0.15609874,0.05101014,-0.034904957,0.4039767,0.37615338,-0.9615994,-0.14519688,-0.31077415,-0.28731617,0.70112526,-0.30644983,-0.2357274,-0.63410574,-0.5167606,0.8149991,0.021691013,0.26692578,-0.054488305,0.61232793,0.41747347,-0.26058888,0.55189425,-0.28982025,-0.6980558,0.4706224,-0.11662413,-0.17076881,0.6456174,-0.5144877,-0.32149965,-0.0017526405,0.26700616,-0.39734796,0.106475666,-0.35686553,-0.392279,0.14095762,-0.8304461,-0.19089854,-0.12273411,0.08792932,0.08196159,0.2748228,-0.37268254
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0042710,0.70731443,-0.34663904,-0.23413101,0.17937453,0.36299983,-0.18232629,0.29686373,-0.42661634,0.85032827,-0.5267471,-0.5526513,-0.4795327,-0.52811545,0.54831654,-0.01548058,-0.7728021,0.5304363,-0.5173325,-0.69235927,-0.17679231,0.054971624,0.44731438,0.06771195,0.5383427,-0.2334548,0.1916425,-0.4382751,0.53116894,-0.09336996,-0.056147024,0.24338669,0.5957689,-0.072810784,0.24965063,0.13037656,-0.715617,-0.5036395,-0.24265935,-0.71413386,-0.22851853,0.015003105,0.05815147,-0.5877996,1.1405709,0.14451545,0.5759566,0.8388635,0.1843713,0.7099591,-0.13241026,-0.8336647,-0.7616954,0.914141,-0.73693126,-0.64495593,-0.28037623,-0.100564435,-0.3637,0.12770587,0.476956,-0.20141569,-1.0072109,0.06799205,-0.63673705,-0.3585844,0.6932649,-0.14083709,-0.08309162,-0.28409088,-0.4029899,0.81544197,0.33148518,0.028194994,-0.24686112,0.37942728,-0.051771592,0.5637563,-0.06729074,-0.616361,-0.013019416,0.16474122,-0.1068083,-0.22322598,0.8236939,-0.1699816,-0.2470064,0.32010785,0.48052213,-0.38607806,-0.5246986,-0.5654038,-0.18575391,0.2614132,-0.9308394,0.06774028,0.25620422,-0.17281403,0.5312054,0.30268335,-0.0017032559
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0044311,0.23881637,-0.11862537,-0.24995475,-0.112334676,0.3397467,-0.5023838,0.31107008,0.2917967,0.72807884,-0.020446135,-0.2675673,-0.5052695,0.47313732,0.3588897,-0.32522497,-1.0512681,0.23154575,-0.6513329,-0.30918032,-0.20615959,-0.0025692966,0.3607158,0.13021834,0.15551479,-0.9307613,0.42658597,-0.36352786,0.2867747,-0.1163182,-0.41658652,0.021228326,0.15090652,-0.0946203,0.2869108,0.33728826,-0.07375773,-0.5587145,-0.27420586,-0.34519175,-0.4562448,0.18266636,0.2982898,-0.23539846,0.5073787,-0.12088798,0.48983517,0.119291395,-0.30419657,0.49884784,-0.10851786,-0.66487795,-0.15898584,0.19221275,-0.24527544,-0.17289482,-0.018620813,0.026246453,-0.13140629,0.14770225,0.48582336,-0.47070146,-0.7108072,0.17923473,-0.55189997,-0.35845238,0.025562525,-0.11035703,0.07604081,-0.3291354,0.0008992482,0.17971258,0.030216558,0.38625658,-0.59264207,-0.32411793,-0.12579218,0.18479906,0.28085193,-0.62239987,-0.09095137,0.40179175,0.18342964,-0.33316028,0.4786108,-0.35813898,0.005480582,0.576824,-0.008453037,-0.42691392,0.19564815,-0.47104755,-0.280305,-0.051421173,-0.95968705,-0.43474257,0.12407865,0.35786185,0.17305249,-0.16277267,-0.34019598
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0097159,0.20762436,0.9717096,-0.75424045,-0.72590125,0.6394677,-0.0136422245,0.044495836,0.46178547,0.8859983,-1.662377,0.5398758,-0.17226127,0.06768096,0.5024395,-0.21425788,-1.8828684,0.57150763,-0.5556975,-1.3369238,-0.60370266,0.9580963,-0.24580742,1.4308037,0.03716812,0.30165687,0.5487148,-0.20367275,0.9332738,0.7537462,-0.36223876,-0.9615703,0.98279375,0.36576566,0.31732306,0.2829408,-1.7065485,0.28217262,-0.5102569,-0.84557813,-1.178101,0.60953635,-0.24268095,-1.1946805,0.16782129,0.21283336,-0.23828466,0.26739952,0.51170504,1.2244527,-0.89266175,-0.953637,-1.1988877,0.7593667,-0.45829582,0.26940897,0.44499186,0.74721384,-1.0419587,-1.1107532,1.5209125,-0.14427802,-1.7079055,-1.248,0.66213256,0.033912033,1.7187744,0.35557696,-0.521298,-0.14359497,0.13354903,0.73626566,-0.81463945,0.8344844,1.0096399,0.5706398,0.54257154,0.83554685,-0.748346,-1.1093156,0.61320823,0.30182603,0.9765611,-0.20026872,-2.0185049,0.31741974,-0.67706835,0.5354188,-0.50834924,-0.375221,-0.6929388,-0.5365069,0.64382225,-0.054633748,-1.2896293,0.4366749,-0.087669045,-0.16459209,0.75235987,-0.09971757,-0.8420399
"['GO:0001666', 'GO:0006791', 'GO:0009451', 'GO:0022416', 'GO:0034549', 'GO:0040008', 'GO:0042592', 'GO:0042710', 'GO:0044311', 'GO:0097159', 'GO:0097367']",GO:0097367,0.63060606,0.15505603,-0.39907426,-0.4164427,0.11627861,-0.17252581,0.16846466,0.40374133,0.39664677,-1.2199224,0.21721369,-0.40709028,0.263802,0.71342784,-0.6072625,-1.4017477,-0.02231298,-0.86395997,-1.0384622,-0.7646454,1.0201627,-0.31670272,1.0753608,-0.23591861,-0.30233595,0.3365787,-0.2759866,0.5219612,0.96256953,-0.39944574,-0.6934743,0.49632204,-0.10036028,0.64938617,0.47410256,-1.5078034,0.55621535,-0.8376554,-0.7859731,-0.67478925,0.51119876,-1.0729886,-1.1435649,-0.07879538,0.21130763,0.16297466,-0.20998675,0.44833988,1.46854,-0.6469904,-0.7198052,-0.97251797,0.42333543,-0.2815848,0.0375637,0.91804206,0.42032132,-0.66398007,-1.3039896,1.1961311,-0.13164751,-1.5672511,-0.8676001,0.5524923,-0.24694428,0.7423846,0.39525825,-0.6502552,0.18497016,-0.38557208,0.31263456,-0.923162,0.07979359,0.6500115,0.6495988,-0.16337392,0.7991128,-0.5059852,-1.4297444,0.61655253,-0.059319858,0.4279002,-0.28495318,-0.98563814,0.32314527,-0.86901265,0.47709987,-0.21302836,-0.17574996,-0.5414425,-0.5773427,0.079918146,0.21307647,-1.6832551,0.93357915,0.45352957,0.022536675,1.085976,-0.2514589,-0.18798083
"['GO:0001750', 'GO:0032506', 'GO:0043202', 'GO:0046500', 'GO:0071962', 'GO:1902354']",GO:0001750,0.2973106,-0.053958237,-0.4448643,-0.2108402,0.19960615,-0.48430827,0.5328769,0.13644463,0.90616834,0.23169772,-0.10642773,-0.20557126,0.70569813,0.60860866,-0.51856315,-1.1240705,0.040760677,-0.40055174,-0.13878493,0.019269124,0.3732332,0.43107283,0.16482922,0.41668153,-0.9919062,0.27847874,0.024278264,0.37689716,0.035697,-0.4546395,0.04288181,0.19736256,-0.2863525,0.405273,0.31309012,-0.5409526,-0.49548542,-0.62458634,-0.40420103,-0.88167894,0.2280722,0.33438194,-0.27428725,0.7381969,-0.23196554,0.16884038,-0.026141897,-0.100774586,0.8151717,0.10807079,-0.6999265,-0.49948615,0.6403633,-0.20131068,-0.31242904,0.010599299,-0.2858572,-0.31977668,-0.15413806,0.4183144,-0.33806473,-1.2948667,-0.09945302,-0.55120194,-0.06768327,0.31401592,-0.29730427,0.12663087,-0.59506845,-0.09966579,0.31791127,-0.32828382,0.53964025,0.15447825,-0.093775794,-0.32603574,0.42172277,0.3014188,-0.636892,0.06903166,0.64210624,0.2207154,-0.3779075,0.54883796,-0.3139483,-0.31462678,0.40371907,-0.003579081,-0.41400027,0.07049786,-0.33628017,-0.2637456,-0.19470365,-1.1439602,0.07115782,0.4636947,0.42204583,0.62305725,0.026906857,-0.32255858
"['GO:0001750', 'GO:0032506', 'GO:0043202', 'GO:0046500', 'GO:0071962', 'GO:1902354']",GO:0032506,0.4645673,-0.77745223,-0.6654622,0.58044547,0.06328375,-0.76743454,0.6230286,0.53282344,0.18541324,-0.57632643,0.42072305,-0.095053874,-0.19237912,1.358987,0.5371798,-1.359833,0.016567774,0.5139239,-0.84102666,-0.1463363,0.37355515,0.88826686,0.37581673,0.46343368,-0.12719963,-0.08233483,0.17896171,0.29744413,0.11876264,-0.5817136,-0.118657954,0.95098746,0.21935557,-0.16168876,0.68612605,-0.3646286,-0.76379824,-0.5034932,-1.2499847,-0.07585049,0.017034238,0.46270218,-0.83093023,0.76369125,-0.23901844,0.06960425,1.0141892,0.7156154,0.55039656,-0.98176134,-1.1020725,-0.63282245,0.41163465,-1.4084389,-0.3900405,0.6594267,-0.020070462,0.23491922,0.81465787,0.38654065,0.0171652,-0.88289803,-0.087080434,-0.37332729,-0.6181244,0.40162137,-0.2930693,0.09302905,-0.9193087,-0.17912792,0.25038296,0.3050188,0.25180852,0.08854275,-0.35404694,-0.037274797,0.66129977,-0.33563924,-0.50417686,-0.3537863,-0.29851365,0.08504365,-0.30612722,0.2731451,-0.0803309,-0.42429876,0.8612623,0.85520875,0.16459772,0.05856154,-0.8316616,0.17047152,0.06209297,-1.091109,0.344027,0.16487944,0.83056015,0.6709864,0.37233546,-0.22592854
"['GO:0001750', 'GO:0032506', 'GO:0043202', 'GO:0046500', 'GO:0071962', 'GO:1902354']",GO:0043202,0.33311668,0.0049875937,-0.12672451,-0.013311795,0.24087064,-0.5333412,0.5029011,0.19054785,1.0412802,0.07731121,-0.15966012,-0.24816826,0.16790265,0.5690207,-0.1590164,-0.98773044,0.49648243,-0.48714122,-0.42168108,-0.055135265,0.24048351,0.28173345,-0.041703444,0.29436937,-1.16104,0.18103431,-0.22859167,0.43881765,0.14604466,-0.09114576,0.16351795,0.15144247,-0.38591924,0.7038381,0.53094816,-0.6119538,-0.6363851,-0.30198705,-0.74479795,-0.6329281,0.35300156,0.15800418,-0.29163173,0.6613252,-0.1403347,0.4514251,0.010892583,-0.16487946,0.7790598,-0.20353912,-0.7561898,-0.40475225,0.13294256,-0.35148755,0.087609954,0.020243032,-0.1464808,-0.43147972,0.14981496,0.19879743,-0.28262252,-1.0924804,-0.11877305,-0.39493862,-0.518115,0.2571465,-0.33362764,-0.21829845,-0.19715253,-0.43185997,0.43862984,-0.08700256,0.514961,-0.23787163,0.037116397,-0.3275767,0.4195128,0.13614029,-0.67261684,0.004217231,0.8780795,-0.033170544,-0.24742015,0.86539906,-0.4017458,-0.09090187,0.38346782,0.31124213,0.002588169,-0.1722497,-0.30209675,-0.31840837,-0.4219998,-1.5332508,-0.28223312,0.253489,0.3990421,0.5049244,-0.05759282,-0.42047554
"['GO:0001750', 'GO:0032506', 'GO:0043202', 'GO:0046500', 'GO:0071962', 'GO:1902354']",GO:0046500,0.64022434,-0.13429114,-0.21297191,0.33797592,0.021873564,-0.4119508,0.7677176,0.32411683,0.69042814,-0.24304819,-0.15690994,-0.64914995,0.55996233,0.5876841,-0.33697373,-0.93027866,-0.06265358,-0.34038016,-0.85315275,0.18032075,0.92052484,0.119683415,-0.45540392,-0.120689936,-0.87082183,0.45662963,0.07168895,-0.16725732,0.34421608,0.03913967,0.12652355,0.15609045,0.093674704,0.7935815,0.4513166,-0.1022726,-0.44453365,-0.17847975,-0.31145325,-1.0038947,0.04894856,0.09206129,-0.43872154,0.2719875,0.056568976,0.6736179,0.034339715,0.073179945,0.62149715,-0.52122366,-0.5076322,-0.9257543,-0.017801987,-0.101371676,0.72758895,0.112483956,-0.13701145,-0.15572381,0.3143567,0.46237403,0.25444096,-0.7566766,-0.15688889,0.16045943,-0.17129013,-0.2579841,0.3855797,-0.086918876,-0.46096596,0.018577851,-0.08258446,0.002377542,0.17530808,-0.50131416,0.40804884,0.22766958,0.103206754,0.33043885,-0.4415439,-0.17793563,0.51879394,0.19540995,0.2263063,-0.32001668,-0.6305654,-0.030201834,0.23353595,-0.10095389,0.27235126,-0.18964273,-0.3412516,0.047485758,-0.11546179,-0.9472892,0.13366526,-0.14810877,0.27616054,0.12378525,-0.068668365,-0.307155
"['GO:0001750', 'GO:0032506', 'GO:0043202', 'GO:0046500', 'GO:0071962', 'GO:1902354']",GO:0071962,0.31037453,-0.07518877,-0.72376126,-0.08307832,-0.12674536,-0.62319535,0.31467155,0.45930514,0.8342562,-0.012673574,-0.12776133,-0.42745838,0.3266213,0.10932834,0.20864187,-0.8357561,0.20498087,-0.41659138,-0.5960813,-0.13660027,0.21348137,0.12053807,0.1688322,0.15102965,-0.72325283,0.34752402,-0.030522052,0.15252756,-0.14391652,-0.21398391,0.55905086,0.30975202,0.25778517,-0.018177679,0.74112135,-0.8359559,-0.8066221,0.015834192,-0.31640062,-0.16810451,0.116535425,0.16441087,-0.38666123,0.7600736,-0.20550561,0.44912073,0.14857571,0.31330004,0.47962594,-0.33871818,-0.63814956,-0.6336899,0.28409562,-0.7030897,0.049903043,-0.49247485,0.24407159,0.116775185,0.33718082,0.31470197,-0.506927,-0.4083399,0.27438527,-0.44639125,-0.33414036,0.18499327,0.14743713,0.2297609,-0.4763111,0.028974852,0.3695121,0.10765188,0.541599,0.2323514,-0.18233965,-0.24242891,0.023093253,0.2472534,-0.34973642,0.10097231,0.34634197,-0.4860581,0.06791565,0.1330946,0.008017697,-0.327097,0.4954772,0.12303858,-0.3529157,0.19438492,-0.7944877,-0.30404866,0.035064027,-0.8156578,-0.06138205,0.037798952,0.4122797,0.0152107,-0.06990664,0.17772752
"['GO:0001750', 'GO:0032506', 'GO:0043202', 'GO:0046500', 'GO:0071962', 'GO:1902354']",GO:1902354,0.49329087,-0.40910533,-0.4611163,-0.17064154,0.21591373,-0.3472487,0.15258917,0.07259795,0.5768521,-0.15755363,-0.11946438,-0.4392941,0.29268086,0.53916925,-0.23773128,-0.85241127,0.2604782,-0.45782772,-0.5893347,-0.16720141,0.0807696,0.38494286,0.21673381,0.12827317,-0.43064263,0.20733242,-0.12927024,0.32787588,0.072668016,-0.07680073,0.3296654,0.1283854,0.08250153,0.22740452,0.47090787,-0.6020842,-0.43467313,0.07154183,-0.5557803,-0.26878506,0.24131067,0.0020074374,-0.43462256,0.49567768,0.06425657,0.4418462,0.19804673,-0.05532278,0.51371384,-0.38695636,-0.62600064,-0.46303874,0.08474152,-0.38246423,-0.21045852,-0.13252386,0.17929669,-0.24915047,0.009353783,0.31976268,-0.14107986,-0.67990816,0.069687195,-0.41242874,-0.42781356,0.042240337,-0.051256735,0.13327087,-0.35538092,-0.2957172,0.29684475,-0.0706378,0.119772166,-0.31394735,-0.108296014,-0.08337571,0.04951352,0.19542675,-0.5762704,0.09056919,0.2874456,-0.17300436,-0.3410579,0.51711786,0.06413951,-0.056031134,0.5108937,0.25543457,-0.14296494,-0.03977821,-0.31937954,-0.42293814,-0.2220902,-0.833001,-0.04215082,0.111712545,0.31892535,0.34291828,-0.18848774,-0.0057606967
