SAMPLES,CONCEPTS
GSM1581550,"['GO_0004140', 'GO_0006567', 'GO_0071466', 'GO_0102695', 'GO_0051885', 'GO_0023028', 'GO_0007523', 'GO_0046695', 'GO_0018858', 'GO_0048161']"
GSM1581551,"['GO_0004140', 'GO_0006567', 'GO_0071466', 'GO_0102695', 'GO_0051885', 'GO_0023028', 'GO_0007523', 'GO_0046695', 'GO_0018858', 'GO_0048161']"
GSM1581552,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581553,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581554,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581555,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581556,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581557,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581558,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581559,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581560,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581561,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581562,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581563,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581564,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581565,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581566,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581567,"['GO_0004140', 'GO_0102695', 'GO_0046695', 'GO_0051885', 'GO_0048161', 'GO_0018858', 'GO_0007523', 'GO_2000879', 'GO_0050926', 'GO_0061523']"
GSM1581568,"['GO_1903593', 'GO_0008877', 'GO_1905209', 'GO_0102695', 'GO_0090485', 'GO_0010955', 'GO_0051151', 'GO_0048941', 'GO_0180006', 'GO_1904127']"
GSM1581569,"['GO_1903593', 'GO_0008877', 'GO_1905209', 'GO_0102695', 'GO_0090485', 'GO_0010955', 'GO_0051151', 'GO_0048941', 'GO_0180006', 'GO_1904127']"
GSM1581570,"['GO_1903593', 'GO_0008877', 'GO_1905209', 'GO_0102695', 'GO_0090485', 'GO_0010955', 'GO_0051151', 'GO_0048941', 'GO_0180006', 'GO_1904127']"
GSM1581571,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581572,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581573,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581574,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581575,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581576,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581577,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581578,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM1581579,"['GO_0007376', 'GO_0038189', 'GO_0046695', 'GO_0030514', 'GO_0035081', 'GO_1902900', 'GO_0102695', 'GO_0048161', 'GO_0006582', 'GO_0018858']"
GSM2056050,"['GO_0061072', 'GO_1903837', 'GO_0008340', 'GO_0004510', 'GO_0106387', 'GO_0034369', 'GO_0140762', 'GO_0043195', 'GO_2000847', 'GO_1902042']"
GSM2056051,"['GO_0061072', 'GO_1903837', 'GO_0008340', 'GO_0004510', 'GO_0106387', 'GO_0034369', 'GO_0140762', 'GO_0043195', 'GO_2000847', 'GO_1902042']"
GSM2056052,"['GO_0061072', 'GO_1903837', 'GO_0008340', 'GO_0004510', 'GO_0106387', 'GO_0034369', 'GO_0140762', 'GO_0043195', 'GO_2000847', 'GO_1902042']"
GSM2056053,"['GO_0061072', 'GO_1903837', 'GO_0008340', 'GO_0004510', 'GO_0106387', 'GO_0034369', 'GO_0140762', 'GO_0043195', 'GO_2000847', 'GO_1902042']"
GSM2056054,"['GO_0061072', 'GO_1903837', 'GO_0008340', 'GO_0004510', 'GO_0106387', 'GO_0034369', 'GO_0140762', 'GO_0043195', 'GO_2000847', 'GO_1902042']"
GSM2056055,"['GO_0061072', 'GO_1903837', 'GO_0008340', 'GO_0004510', 'GO_0106387', 'GO_0034369', 'GO_0140762', 'GO_0043195', 'GO_2000847', 'GO_1902042']"
GSM2056056,"['GO_0061072', 'GO_1903837', 'GO_0004510', 'GO_0140762', 'GO_0008340', 'GO_0071387', 'GO_2000847', 'GO_0046275', 'GO_0010898', 'GO_0034369']"
GSM2056057,"['GO_0061072', 'GO_1903837', 'GO_0004510', 'GO_0140762', 'GO_0008340', 'GO_0071387', 'GO_2000847', 'GO_0046275', 'GO_0010898', 'GO_0034369']"
GSM2056058,"['GO_0061072', 'GO_1903837', 'GO_0004510', 'GO_0140762', 'GO_0008340', 'GO_0071387', 'GO_2000847', 'GO_0046275', 'GO_0010898', 'GO_0034369']"
GSM2056059,"['GO_0061072', 'GO_1903837', 'GO_0004510', 'GO_0140762', 'GO_0008340', 'GO_0071387', 'GO_2000847', 'GO_0046275', 'GO_0010898', 'GO_0034369']"
GSM2056060,"['GO_0061072', 'GO_0008340', 'GO_0004510', 'GO_0046275', 'GO_0106387', 'GO_1904620', 'GO_1903837', 'GO_0031296', 'GO_0034369', 'GO_0140762']"
GSM2056061,"['GO_0061072', 'GO_0008340', 'GO_0004510', 'GO_0046275', 'GO_0106387', 'GO_1904620', 'GO_1903837', 'GO_0031296', 'GO_0034369', 'GO_0140762']"
GSM2056062,"['GO_0061072', 'GO_0008340', 'GO_0004510', 'GO_0046275', 'GO_0106387', 'GO_1904620', 'GO_1903837', 'GO_0031296', 'GO_0034369', 'GO_0140762']"
GSM2056063,"['GO_0061072', 'GO_0008340', 'GO_0004510', 'GO_0046275', 'GO_0106387', 'GO_1904620', 'GO_1903837', 'GO_0031296', 'GO_0034369', 'GO_0140762']"
GSM5687474,"['GO_0018847', 'GO_0043873', 'GO_0051541', 'GO_0031543', 'GO_0072370', 'GO_0072111', 'GO_0050997', 'GO_0006967', 'GO_0071875', 'GO_0003746']"
GSM5687475,"['GO_0018847', 'GO_0072111', 'GO_0050997', 'GO_0043873', 'GO_0018171', 'GO_0016540', 'GO_0051541', 'GO_0005890', 'GO_0015059', 'GO_1902099']"
GSM5687476,"['GO_0018847', 'GO_0072111', 'GO_0050997', 'GO_0043873', 'GO_0018171', 'GO_0016540', 'GO_0051541', 'GO_0005890', 'GO_0015059', 'GO_1902099']"
GSM5687477,"['GO_0018847', 'GO_0018171', 'GO_0010414', 'GO_0038192', 'GO_0050997', 'GO_0045621', 'GO_0043873', 'GO_0072111', 'GO_0071875', 'GO_0033040']"
GSM5687478,"['GO_0018847', 'GO_0018171', 'GO_0010414', 'GO_0038192', 'GO_0050997', 'GO_0045621', 'GO_0043873', 'GO_0072111', 'GO_0071875', 'GO_0033040']"
GSM5687479,"['GO_0018847', 'GO_0018171', 'GO_0045621', 'GO_0050997', 'GO_0010414', 'GO_0038192', 'GO_0043873', 'GO_0072111', 'GO_0051541', 'GO_0015568']"
GSM5687480,"['GO_0018847', 'GO_0018171', 'GO_0045621', 'GO_0050997', 'GO_0010414', 'GO_0038192', 'GO_0043873', 'GO_0072111', 'GO_0051541', 'GO_0015568']"
GSM5687481,"['GO_0018847', 'GO_0072111', 'GO_0050997', 'GO_0043873', 'GO_0018171', 'GO_0016540', 'GO_0051541', 'GO_0005890', 'GO_0015059', 'GO_1902099']"
GSM5687482,"['GO_0018847', 'GO_0072111', 'GO_0050997', 'GO_0043873', 'GO_0018171', 'GO_0016540', 'GO_0051541', 'GO_0005890', 'GO_0015059', 'GO_1902099']"
GSM5687483,"['GO_0018847', 'GO_0018171', 'GO_0045621', 'GO_0050997', 'GO_0010414', 'GO_0038192', 'GO_0043873', 'GO_0072111', 'GO_0051541', 'GO_0015568']"
GSM5687484,"['GO_0018847', 'GO_0018171', 'GO_0045621', 'GO_0050997', 'GO_0010414', 'GO_0038192', 'GO_0043873', 'GO_0072111', 'GO_0051541', 'GO_0015568']"
GSM5687485,"['GO_0018847', 'GO_0072111', 'GO_0050997', 'GO_0043873', 'GO_0018171', 'GO_0016540', 'GO_0051541', 'GO_0005890', 'GO_0015059', 'GO_1902099']"
GSM5687486,"['GO_0018847', 'GO_0072111', 'GO_0050997', 'GO_0043873', 'GO_0018171', 'GO_0016540', 'GO_0051541', 'GO_0005890', 'GO_0015059', 'GO_1902099']"
GSM6614199,"['GO_0070597', 'GO_0009427', 'GO_0141023', 'GO_0098951', 'GO_0008307', 'GO_0004031', 'GO_0016362', 'GO_0010055', 'GO_0031226', 'GO_1905815']"
GSM6614200,"['GO_0070597', 'GO_0009427', 'GO_0141023', 'GO_0098951', 'GO_0008307', 'GO_0004031', 'GO_0016362', 'GO_0010055', 'GO_0031226', 'GO_1905815']"
GSM6614201,"['GO_0070597', 'GO_0009427', 'GO_0141023', 'GO_0098951', 'GO_0008307', 'GO_0004031', 'GO_0016362', 'GO_0010055', 'GO_0031226', 'GO_1905815']"
GSM6614202,"['GO_0070597', 'GO_0009427', 'GO_0141023', 'GO_0098951', 'GO_0008307', 'GO_0004031', 'GO_0016362', 'GO_0010055', 'GO_0031226', 'GO_1905815']"
GSM6614203,"['GO_0070597', 'GO_0009427', 'GO_0141023', 'GO_0098951', 'GO_0008307', 'GO_0004031', 'GO_0016362', 'GO_0010055', 'GO_0031226', 'GO_1905815']"
GSM6614204,"['GO_0070597', 'GO_0009427', 'GO_0141023', 'GO_0098951', 'GO_0008307', 'GO_0004031', 'GO_0016362', 'GO_0010055', 'GO_0031226', 'GO_1905815']"
GSM585199,"['GO_0020028', 'GO_0075115', 'GO_0046998', 'GO_0032552', 'GO_0031002', 'GO_0009767', 'GO_0000815', 'GO_0047132', 'GO_0018186', 'GO_0051615']"
GSM2190886,"['GO_0038062', 'GO_0035516', 'GO_0038148', 'GO_0043946', 'GO_0004733', 'GO_0075045', 'GO_0006649', 'GO_0033389', 'GO_0050380', 'GO_0004394']"
GSM2190887,"['GO_0038062', 'GO_0035516', 'GO_0038148', 'GO_0043946', 'GO_0004733', 'GO_0075045', 'GO_0006649', 'GO_0033389', 'GO_0050380', 'GO_0004394']"
GSM2190888,"['GO_0038062', 'GO_0075045', 'GO_0035516', 'GO_0033389', 'GO_0038148', 'GO_0043946', 'GO_0004733', 'GO_0021998', 'GO_0050380', 'GO_2000235']"
GSM2190889,"['GO_0038062', 'GO_0075045', 'GO_0035516', 'GO_0033389', 'GO_0038148', 'GO_0043946', 'GO_0004733', 'GO_0021998', 'GO_0050380', 'GO_2000235']"
GSM2190890,"['GO_0038062', 'GO_0075045', 'GO_0075228', 'GO_0033389', 'GO_0035516', 'GO_0052189', 'GO_0038148', 'GO_0004733', 'GO_0075076', 'GO_0006649']"
GSM2190891,"['GO_0038062', 'GO_0075045', 'GO_0075228', 'GO_0033389', 'GO_0035516', 'GO_0052189', 'GO_0038148', 'GO_0004733', 'GO_0075076', 'GO_0006649']"
GSM2190892,"['GO_0038062', 'GO_0075045', 'GO_0035516', 'GO_0038148', 'GO_0004733', 'GO_0075228', 'GO_0043946', 'GO_0006649', 'GO_0033389', 'GO_0075076']"
GSM2190893,"['GO_0038062', 'GO_0075045', 'GO_0035516', 'GO_0038148', 'GO_0004733', 'GO_0075228', 'GO_0043946', 'GO_0006649', 'GO_0033389', 'GO_0075076']"
GSM2190894,"['GO_0038062', 'GO_0075045', 'GO_0035516', 'GO_0075228', 'GO_0033389', 'GO_0038148', 'GO_0052189', 'GO_0075076', 'GO_0004733', 'GO_0006649']"
GSM2190895,"['GO_0038062', 'GO_0075045', 'GO_0035516', 'GO_0075228', 'GO_0033389', 'GO_0038148', 'GO_0052189', 'GO_0075076', 'GO_0004733', 'GO_0006649']"
GSM2190896,"['GO_0038062', 'GO_0075045', 'GO_0033389', 'GO_0035516', 'GO_0052189', 'GO_0075228', 'GO_2000235', 'GO_0075076', 'GO_0042887', 'GO_0004733']"
GSM2190897,"['GO_0038062', 'GO_0075045', 'GO_0033389', 'GO_0035516', 'GO_0052189', 'GO_0075228', 'GO_2000235', 'GO_0075076', 'GO_0042887', 'GO_0004733']"
GSM2190898,"['GO_0075045', 'GO_0038062', 'GO_0075228', 'GO_0033389', 'GO_0035516', 'GO_0038148', 'GO_0006649', 'GO_0004733', 'GO_0052189', 'GO_0004394']"
GSM2190899,"['GO_0075045', 'GO_0038062', 'GO_0075228', 'GO_0033389', 'GO_0035516', 'GO_0038148', 'GO_0006649', 'GO_0004733', 'GO_0052189', 'GO_0004394']"
GSM2190900,"['GO_0075045', 'GO_0033389', 'GO_2000235', 'GO_0038062', 'GO_0035516', 'GO_0042887', 'GO_0097084', 'GO_0050380', 'GO_0036064', 'GO_0072199']"
GSM2190901,"['GO_0075045', 'GO_0033389', 'GO_2000235', 'GO_0038062', 'GO_0035516', 'GO_0042887', 'GO_0097084', 'GO_0050380', 'GO_0036064', 'GO_0072199']"
GSM2190902,"['GO_0038062', 'GO_0035516', 'GO_0075045', 'GO_0033389', 'GO_0050380', 'GO_0038148', 'GO_0043946', 'GO_0051127', 'GO_0004733', 'GO_2000235']"
GSM2190903,"['GO_0038062', 'GO_0035516', 'GO_0075045', 'GO_0033389', 'GO_0050380', 'GO_0038148', 'GO_0043946', 'GO_0051127', 'GO_0004733', 'GO_2000235']"
GSM5830901,"['GO_0046640', 'GO_1902896', 'GO_0030744', 'GO_0098721', 'GO_0102123', 'GO_0034452', 'GO_0097015', 'GO_0000201', 'GO_2000648', 'GO_1904888']"
GSM5830902,"['GO_0046640', 'GO_1902896', 'GO_0030744', 'GO_0098721', 'GO_0102123', 'GO_0034452', 'GO_0097015', 'GO_0000201', 'GO_2000648', 'GO_1904888']"
GSM5830903,"['GO_0046640', 'GO_1902896', 'GO_0030744', 'GO_0098721', 'GO_0102123', 'GO_0034452', 'GO_0097015', 'GO_0000201', 'GO_2000648', 'GO_1904888']"
GSM5830904,"['GO_0102452', 'GO_1900157', 'GO_2000780', 'GO_0098568', 'GO_0097015', 'GO_0120252', 'GO_0031579', 'GO_0060130', 'GO_0000086', 'GO_0009767']"
GSM5830905,"['GO_0102452', 'GO_1900157', 'GO_2000780', 'GO_0098568', 'GO_0097015', 'GO_0120252', 'GO_0031579', 'GO_0060130', 'GO_0000086', 'GO_0009767']"
GSM5830906,"['GO_0102452', 'GO_1900157', 'GO_2000780', 'GO_0098568', 'GO_0097015', 'GO_0120252', 'GO_0031579', 'GO_0060130', 'GO_0000086', 'GO_0009767']"
GSM5830907,"['GO_0004019', 'GO_0018847', 'GO_0052028', 'GO_0018379', 'GO_0050888', 'GO_0017190', 'GO_0070595', 'GO_1900671', 'GO_0070536', 'GO_1902315']"
GSM5830908,"['GO_0004019', 'GO_0018847', 'GO_0052028', 'GO_0018379', 'GO_0050888', 'GO_0017190', 'GO_0070595', 'GO_1900671', 'GO_0070536', 'GO_1902315']"
GSM5830909,"['GO_0004019', 'GO_0018847', 'GO_0052028', 'GO_0018379', 'GO_0050888', 'GO_0017190', 'GO_0070595', 'GO_1900671', 'GO_0070536', 'GO_1902315']"
GSM675582,"['GO_1902543', 'GO_0009511', 'GO_2001088', 'GO_0030223', 'GO_0042998', 'GO_0102694', 'GO_0031157', 'GO_0005308', 'GO_1901905', 'GO_0071421']"
GSM675583,"['GO_0031157', 'GO_0102694', 'GO_0020028', 'GO_1902543', 'GO_0033672', 'GO_0009511', 'GO_1901905', 'GO_0032877', 'GO_0019758', 'GO_0030223']"
GSM675584,"['GO_1902543', 'GO_1901905', 'GO_0031157', 'GO_0102694', 'GO_0071421', 'GO_0030223', 'GO_0042998', 'GO_0005308', 'GO_0020028', 'GO_0009511']"
GSM675585,"['GO_0042998', 'GO_0008657', 'GO_1902543', 'GO_0061417', 'GO_2001088', 'GO_0071421', 'GO_1901905', 'GO_0005308', 'GO_0031157', 'GO_0009511']"
GSM675586,"['GO_1902543', 'GO_0102694', 'GO_0042998', 'GO_1901905', 'GO_0030223', 'GO_0031157', 'GO_0005308', 'GO_0071421', 'GO_0060875', 'GO_0007458']"
GSM675587,"['GO_0071421', 'GO_1901905', 'GO_0031157', 'GO_0020028', 'GO_0042998', 'GO_0102694', 'GO_0005308', 'GO_0005813', 'GO_1902543', 'GO_0032877']"
GSM675588,"['GO_0042998', 'GO_0071421', 'GO_0005308', 'GO_0020028', 'GO_0060875', 'GO_0102694', 'GO_1901905', 'GO_0006254', 'GO_0031157', 'GO_0046296']"
GSM675589,"['GO_0042998', 'GO_0071421', 'GO_0005308', 'GO_0102694', 'GO_1901905', 'GO_0020028', 'GO_2001088', 'GO_0033836', 'GO_1902543', 'GO_0070748']"
GSM675590,"['GO_0005308', 'GO_0042998', 'GO_0071421', 'GO_0102694', 'GO_1901905', 'GO_0031157', 'GO_0046296', 'GO_0060875', 'GO_0046570', 'GO_1902543']"
GSM675591,"['GO_0031157', 'GO_0005308', 'GO_0042998', 'GO_0060875', 'GO_0102694', 'GO_0030223', 'GO_1902543', 'GO_0071421', 'GO_1901905', 'GO_0005813']"
GSM675592,"['GO_1902543', 'GO_0031157', 'GO_1901905', 'GO_0005308', 'GO_0102694', 'GO_0030223', 'GO_0042998', 'GO_0071421', 'GO_0020028', 'GO_0060875']"
GSM675593,"['GO_1902543', 'GO_0031157', 'GO_0102694', 'GO_0030223', 'GO_0005813', 'GO_1901905', 'GO_0042998', 'GO_0005308', 'GO_0071421', 'GO_0033672']"
GSM675594,"['GO_0102694', 'GO_1902543', 'GO_0030223', 'GO_0031157', 'GO_0042998', 'GO_0071421', 'GO_0005308', 'GO_0005813', 'GO_0020028', 'GO_1901905']"
GSM675595,"['GO_0031157', 'GO_1901905', 'GO_0033672', 'GO_0005813', 'GO_1902543', 'GO_0102694', 'GO_0032877', 'GO_0030223', 'GO_0015480', 'GO_0071421']"
GSM675596,"['GO_0042998', 'GO_0071421', 'GO_0005308', 'GO_1901905', 'GO_0102694', 'GO_1902543', 'GO_0031157', 'GO_0046904', 'GO_0030223', 'GO_0060875']"
GSM675597,"['GO_1902543', 'GO_0031157', 'GO_0033672', 'GO_1901905', 'GO_0005813', 'GO_0030679', 'GO_0102694', 'GO_2001088', 'GO_0020028', 'GO_0102452']"
GSM675598,"['GO_1902543', 'GO_0031157', 'GO_0102694', 'GO_0002268', 'GO_0033672', 'GO_1901905', 'GO_0030223', 'GO_0005308', 'GO_2001088', 'GO_0035272']"
GSM675599,"['GO_0005813', 'GO_0015480', 'GO_0031157', 'GO_0033672', 'GO_0030223', 'GO_1901905', 'GO_1902543', 'GO_0032877', 'GO_0102694', 'GO_0042998']"
GSM675600,"['GO_0031157', 'GO_0005813', 'GO_1902543', 'GO_0102694', 'GO_0032877', 'GO_0030223', 'GO_1901905', 'GO_0042998', 'GO_0005308', 'GO_0015480']"
GSM675601,"['GO_0102694', 'GO_0020028', 'GO_1901905', 'GO_1902543', 'GO_0031157', 'GO_0032877', 'GO_0009511', 'GO_0042998', 'GO_0071421', 'GO_0007458']"
GSM675602,"['GO_1902543', 'GO_0031157', 'GO_0071421', 'GO_1901905', 'GO_0042998', 'GO_0005308', 'GO_0030223', 'GO_0015480', 'GO_0102694', 'GO_0032877']"
GSM675603,"['GO_1902543', 'GO_1901905', 'GO_0031157', 'GO_0042998', 'GO_0102694', 'GO_0005308', 'GO_2001088', 'GO_0007458', 'GO_0071421', 'GO_0032877']"
GSM675604,"['GO_0005813', 'GO_0015480', 'GO_0031157', 'GO_2001088', 'GO_0030223', 'GO_1902543', 'GO_0033672', 'GO_0007458', 'GO_0102694', 'GO_0032877']"
GSM675605,"['GO_0034963', 'GO_0031157', 'GO_0072268', 'GO_0035272', 'GO_0071421', 'GO_0030377', 'GO_2001177', 'GO_0052629', 'GO_0102694', 'GO_0071650']"
GSM675606,"['GO_0034963', 'GO_0031157', 'GO_0072268', 'GO_0035272', 'GO_0071421', 'GO_0030377', 'GO_0102694', 'GO_0052629', 'GO_0071650', 'GO_0033083']"
GSM675607,"['GO_0102694', 'GO_1901905', 'GO_1902543', 'GO_0042998', 'GO_0031157', 'GO_0005308', 'GO_0008657', 'GO_2001088', 'GO_0033672', 'GO_0046570']"
GSM675608,"['GO_1902543', 'GO_0051536', 'GO_0020028', 'GO_0102653', 'GO_2000096', 'GO_0042783', 'GO_0034963', 'GO_0106267', 'GO_0031157', 'GO_0019585']"
GSM675609,"['GO_0102694', 'GO_0097378', 'GO_0043625', 'GO_0030223', 'GO_0098568', 'GO_1902267', 'GO_2001250', 'GO_0034963', 'GO_0036043', 'GO_1902543']"
GSM675610,"['GO_0034963', 'GO_0004502', 'GO_0102694', 'GO_0034855', 'GO_2001250', 'GO_0090694', 'GO_0061065', 'GO_0019490', 'GO_0072578', 'GO_0031441']"
GSM675611,"['GO_0034963', 'GO_0061065', 'GO_1902543', 'GO_0020028', 'GO_0102694', 'GO_0097378', 'GO_0034855', 'GO_1902267', 'GO_0102452', 'GO_0008284']"
GSM5915327,"['GO_0032891', 'GO_0000372', 'GO_0030120', 'GO_0015203', 'GO_0045232', 'GO_0042277', 'GO_0015250', 'GO_0047311', 'GO_0061902', 'GO_0007450']"
GSM5915328,"['GO_0032891', 'GO_0000372', 'GO_0030120', 'GO_0015203', 'GO_0045232', 'GO_0042277', 'GO_0015250', 'GO_0047311', 'GO_0061902', 'GO_0007450']"
GSM5915329,"['GO_0032891', 'GO_0000372', 'GO_0030120', 'GO_0015203', 'GO_0045232', 'GO_0042277', 'GO_0015250', 'GO_0047311', 'GO_0061902', 'GO_0007450']"
GSM5915330,"['GO_0032891', 'GO_0015203', 'GO_0030120', 'GO_0015250', 'GO_0000372', 'GO_0042277', 'GO_0047311', 'GO_0045232', 'GO_2000847', 'GO_0050550']"
GSM5915331,"['GO_0032891', 'GO_0015203', 'GO_0030120', 'GO_0015250', 'GO_0000372', 'GO_0042277', 'GO_0047311', 'GO_0045232', 'GO_2000847', 'GO_0050550']"
GSM5915332,"['GO_0032891', 'GO_0015203', 'GO_0030120', 'GO_0015250', 'GO_0000372', 'GO_0042277', 'GO_0047311', 'GO_0045232', 'GO_2000847', 'GO_0050550']"
GSM742541,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0035272', 'GO_0098610', 'GO_0004140', 'GO_0018460', 'GO_0072427', 'GO_1904247', 'GO_0031989']"
GSM742542,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0048347', 'GO_0072427', 'GO_0004140', 'GO_0035272', 'GO_1904297', 'GO_0018460', 'GO_0018882']"
GSM742543,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0098610', 'GO_0035272', 'GO_0004140', 'GO_0018460', 'GO_0072427', 'GO_0030829', 'GO_0047132']"
GSM742544,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0035272', 'GO_0004140', 'GO_0098610', 'GO_0072427', 'GO_0048347', 'GO_0047132', 'GO_0019153']"
GSM742545,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0035272', 'GO_0098610', 'GO_0004140', 'GO_0018882', 'GO_0018460', 'GO_0072427', 'GO_0060344']"
GSM742546,"['GO_0047147', 'GO_0102365', 'GO_0089718', 'GO_0006906', 'GO_1902090', 'GO_0019153', 'GO_1900686', 'GO_0035272', 'GO_0003356', 'GO_0044772']"
GSM742547,"['GO_0047147', 'GO_0102365', 'GO_0089718', 'GO_0006906', 'GO_1902090', 'GO_0019153', 'GO_0010952', 'GO_0035272', 'GO_0003356', 'GO_0044772']"
GSM742548,"['GO_0047147', 'GO_0102365', 'GO_1900686', 'GO_0003356', 'GO_0089718', 'GO_0010952', 'GO_0048347', 'GO_0019153', 'GO_0006906', 'GO_0071672']"
GSM742549,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0035272', 'GO_0098610', 'GO_0004140', 'GO_0018460', 'GO_0072427', 'GO_1904247', 'GO_0031989']"
GSM742550,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0048347', 'GO_0072427', 'GO_0004140', 'GO_0035272', 'GO_1904297', 'GO_0018460', 'GO_0018882']"
GSM742551,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0098610', 'GO_0035272', 'GO_0004140', 'GO_0018460', 'GO_0072427', 'GO_0030829', 'GO_0047132']"
GSM742552,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0035272', 'GO_0004140', 'GO_0098610', 'GO_0072427', 'GO_0048347', 'GO_0047132', 'GO_0019153']"
GSM742553,"['GO_0047147', 'GO_1902090', 'GO_0089718', 'GO_0035272', 'GO_0098610', 'GO_0004140', 'GO_0018882', 'GO_0018460', 'GO_0072427', 'GO_0060344']"
GSM742554,"['GO_0047147', 'GO_0102365', 'GO_0089718', 'GO_0006906', 'GO_1902090', 'GO_0019153', 'GO_1900686', 'GO_0035272', 'GO_0003356', 'GO_0044772']"
